1-wlv-shef	2-wlv-shef	3-wlv-shef	4-wlv-shef	5-wlv-shef	6-wlv-shef	7-wlv-shef	8-wlv-shef	9-wlv-shef	10-wlv-shef	11-wlv-shef	12-wlv-shef	13-wlv-shef	14-wlv-shef	15-wlv-shef	16-wlv-shef	17-wlv-shef	18-wlv-shef	19-wlv-shef	20-wlv-shef	21-wlv-shef	22-wlv-shef	23-wlv-shef	24-wlv-shef	25-wlv-shef	26-wlv-shef	27-wlv-shef	28-wlv-shef	29-wlv-shef	30-wlv-shef	31-wlv-shef	32-wlv-shef	33-wlv-shef	34-wlv-shef	35-wlv-shef	36-wlv-shef	37-wlv-shef	38-wlv-shef	39-wlv-shef	40-wlv-shef	41-wlv-shef	42-wlv-shef	43-wlv-shef	44-wlv-shef	45-wlv-shef	46-wlv-shef	47-wlv-shef	48-wlv-shef	49-wlv-shef	50-wlv-shef	51-wlv-shef	52-wlv-shef	53-wlv-shef	54-wlv-shef	55-wlv-shef	56-wlv-shef	57-wlv-shef	58-wlv-shef	59-wlv-shef	60-wlv-shef	61-wlv-shef	62-wlv-shef	63-wlv-shef	64-wlv-shef	65-wlv-shef	66-wlv-shef	67-wlv-shef	68-wlv-shef	69-wlv-shef	70-wlv-shef	71-wlv-shef	72-wlv-shef	73-wlv-shef	74-wlv-shef	75-wlv-shef	76-wlv-shef	77-wlv-shef	78-wlv-shef	79-wlv-shef	80-wlv-shef	81-wlv-shef	82-wlv-shef	83-wlv-shef	84-wlv-shef	85-wlv-shef	86-wlv-shef	87-wlv-shef	88-wlv-shef	89-wlv-shef	90-wlv-shef	91-wlv-shef	92-wlv-shef	93-wlv-shef	94-wlv-shef	95-wlv-shef	96-wlv-shef	97-wlv-shef	98-wlv-shef	99-wlv-shef	100-wlv-shef	101-wlv-shef	102-wlv-shef	103-wlv-shef	104-wlv-shef	105-wlv-shef	106-wlv-shef	107-wlv-shef	108-wlv-shef	109-wlv-shef	110-wlv-shef	111-wlv-shef	112-wlv-shef	113-wlv-shef	114-wlv-shef	115-wlv-shef	116-wlv-shef	117-wlv-shef	118-wlv-shef	119-wlv-shef	120-wlv-shef	121-wlv-shef	122-wlv-shef	123-wlv-shef	124-wlv-shef	125-wlv-shef	126-wlv-shef	127-wlv-shef	128-wlv-shef	129-wlv-shef	130-wlv-shef	131-wlv-shef	132-wlv-shef	133-wlv-shef	134-wlv-shef	135-wlv-shef	136-wlv-shef	137-wlv-shef	138-wlv-shef	139-wlv-shef	140-wlv-shef	141-wlv-shef	142-wlv-shef	143-wlv-shef	144-wlv-shef	145-wlv-shef	146-wlv-shef	147-wlv-shef
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1666667	1	0	1	1	1	4.24	1357.28	-36789096	0.031375013	902	262957808	0.015744092	654.8	315976960	0.010058571	356.72	178779376	0.0047713714	13.12	11826371	0.0003938531	433942.8	0.9166667	0.041666668	0.041666668	0.125	0.7916667	13	0.5909090909	2	4	7	9	0.4090909091	-51.3567	0.28	1	1	0	0	0	7	0	25	25	1	112.678	137.193	4	17	2	2	0.08	0.39130434	0.13043478	0.04347826	0	0.26086956	1	0	0	0	1	0.16	3	-2	4	-1	0	0	0	0	0	0	2	2	-1	-1	1	13	0.5652173913	0.46	1	0	8	6	2	10	0.4347826087	4.6	0.9158751	0.97409606	-50.6829	0	0.28	1	1	0	0	0	2	7	0	25	23	-30.8594	-26.3976	19.3112	10.3584	3	103.795	124.975	0	0	6	16	2	2	0	0	0.08	0.92	1.0869565	117.907585	0	0.16	2	0	0
0	0	1	1	0	0	0	0	0	0.029411765	0	0	0	0	0.0625	0	0	1.0625	1.2142857	0	1.2395833	0.7083333	0.9411765	3.6875	988.21875	-30305682	0.055342615	676.125	434297696	0.026557004	507.1875	324796352	0.022028046	291.4375	195294464	0.01043845	13.8125	15479823	0.0005738331	500383.66	0.7096774	0.06451613	0.032258064	0.032258064	0.67741936	17	0.6538461538	0	3	11	9	0.3461538462	-84.0007	0.25	2	0	0	1	1	6	0.03125	32	27	0	283.762	344.777	4	18	4	4	0.21875	0.2	0	0.033333335	0.033333335	0.13333334	1	0	0.03125	0.09375	0.875	0.0625	1	0	1	-1	-1	0	0	-1	0	2	4	1	-1	0	1.0625	17	0.5862068966	0.3970588	0	0	4	10	0	12	0.4137931034	4.630462	0.7680512	0.9346285	-66.6459	0	0.20588236	1	0	0	0	1	0	8	0.029411765	34	27	-29.8888	-31.8117	15.6875	8.10786	4	78.9539	89.7798	0	0	5	17	3	3	0	0	0.1764706	0.7941176	1.2592592	47.121155	0	0.0882353	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	1.5	0	1	1	1	4.181818	907.8182	185595392	0.03803974	486	-33640560	0.01529631	313.72726	245775360	0.0090064965	139.09091	118995896	0.005619746	7.090909	5770253	0.0002422786	398936.72	0.7	0	0.2	0	0.6	7	0.7	0	5	5	3	0.3	-30.0067	0.27272728	0	0	0	0	0	2	0	11	11	1	289.416	510.123	3	10	0	1	0.09090909	0.33333334	0.11111111	0.11111111	0	0.11111111	1	0	0	0	1	0.18181819	3	1	-2	0	1	0	0	0	1	0	0	2	-4	-2	1	7	0.7	0.5	0	1	3	5	1	3	0.3	3.3166246	0	1	-22.7173	0	0.18181819	1	0	0	0	1	1	2	0	11	11	-8.82769	-13.0627	9.56874	20.2428	1	96.2112	145.72	0	0	5	6	0	1	1	1	0.09090909	1	1	0	0	0.18181819	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055555556	0	0	1.079365	0.47222224	0	0.9444445	1.5740741	1.0588236	3.3888888	1267.8889	-77353120	0.020501914	712	396525152	0.009264942	486.27777	287434656	0.0059906575	264.27777	174283120	0.002855074	15.333333	13785164	0.0001821366	499899	0.9375	0	0	0	0.9411765	8	0.5333333333	6	4	5	7	0.4666666667	-31.0044	0.055555556	0	0	0	0	0	4	0	18	14	0	42.8361	52.7796	3	16	3	3	0.16666667	0.8125	0	0	0.0625	0.75	1	0	0	0	1	0.2777778	4	-5	-1	3	0	0	0	0	0	-2	0	1	-3	-1	0.9444444	8	0.5714285714	0.44117647	0	1	3	8	1	6	0.4285714286	3.6380346	0.87196994	0.95582294	-36.718	0	0.11764706	0	0	0	0	0	1	2	0	17	15	-21.6058	-25.0726	27.5667	29.8442	0	109.619	144.504	0	0	4	13	3	3	1	1	0.1764706	0.88235295	1.1333333	58.591816	1	0.1764706	3	2	0.6666666667
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14285715	0	0	1.038961	1.1428572	0	1.7142857	0.85714287	0.875	3.857143	783.619	-63293856	0.03127793	436.57144	335186688	0.015383406	295.66666	237053344	0.010325446	152.42857	142446512	0.005091326	12.571428	16717662	0.0004032419	582329.25	0.9	0	0.05	0	0.85	10	0.5263157895	3	9	6	9	0.4736842105	-46.4844	0.23809524	0	0	0	0	0	5	0	21	19	0	129.696	163.509	4	18	2	2	0.14285715	0.57894737	0	0	0.10526316	0.47368422	1	0	0	0	1	0.14285715	4	-2	-5	2	0	0	0	0	0	0	2	2	-2	-1	1.1428572	11	0.5	0.4375	2	1	4	8	1	11	0.5	4.286607	0.86458856	0.9579833	-46.515	0	0.20833333	0	0	0	0	0	1	5	0	24	21	-31.6318	-30.6443	20.7965	16.8178	2	72.5437	86.7211	0	0	6	16	2	2	1	1	0.083333336	0.875	1.1428572	69.41526	1	0.16666667	3	2	0.6666666667
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055555556	0	0	1.0555556	0.4222222	0	1.0555556	3.1666667	0.94736844	3.6111112	1508.5	-235592992	0.022031473	940.1111	243130592	0.011739399	663.8333	350519168	0.007825568	369.16666	200150336	0.0044732844	17.222221	9921043	0.0006715362	403616.72	0.9411765	0	0	0	0.9411765	6	0.4285714286	3	3	9	8	0.5714285714	-38.7255	0.11111111	0	0	0	0	0	6	0	18	16	1	109.19	141.714	2	18	2	2	0.22222222	0.75	0.125	0.0625	0.125	0.4375	1	0	0	0	1	0.16666667	3	-3	0	1	0	0	0	0	0	-3	2	4	-4	-2	1.0555556	8	0.5333333333	0.4473684	1	0	3	10	0	7	0.4666666667	3.9000673	0.8868052	0.9622252	-33.4437	0	0.2631579	0	0	0	0	0	0	3	0	19	17	-24.6629	-24.7739	19.863	17.3259	3	47.0094	57.5698	0	0	6	14	2	2	0	0	0.21052632	0.8947368	1.117647	72.169495	0	0.05263158	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666667	0	0	1.6666666	1.6666667	0	0	1.6666667	0.6	7	232.66667	226694288	0.038168963	137.83333	140518368	0.026915116	98.166664	101167576	0.02018615	56.5	59139948	0.01154137	4.3333335	3191174.2	0.0014681906	248548.17	0.8	0.2	0	0	0.6	5	0.8333333333	0	2	2	1	0.1666666667	-23.8588	0.6666667	0	0	0	0	0	2	0	6	6	1	2560.97	9472.66	4	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0.16666667	1	0	3	1	0	0	0	0	0	2	2	1	1	-1	1.6666666	5	0.5	0.4	0	0	5	3	0	5	0.5	2.529822	0.7606333	0.90309	-26.8341	0	0.4	0	0	0	0	0	0	4	0	10	8	-15.1713	-9.34121	23.9445	7.06644	3	275.085	482.407	0	0	5	5	0	0	0	0	0	0.8	1.25	19.378006	0	0.1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	1.25	1.7499999	0	1.25	0.625	0.8	5.6666665	435.16666	-18056826	0.013867653	264.25	427366048	0.0026236512	181	297957824	0.0017220179	102.666664	180077008	0.0010105766	11.25	22423808	0.0001543551	839830.8	0.45454547	0	0	0	0.36363637	8	0.7272727273	0	4	3	3	0.2727272727	-21.7398	0.5833333	2	0	1	0	1	3	0	12	11	1	75.8661	122.727	3	6	0	1	0.083333336	0.2	0	0	0	0.2	0.72727275	0	0	0	0.75	0.083333336	1	0	-1	-1	-1	0	0	0	-1	-1	0	2	-3	-1	1.25	7	0.5	0.4	0	0	3	2	0	7	0.5	3.0983865	0.7671911	0.9175999	-23.8972	0	0.33333334	1	0	1	0	0	0	2	0	15	12	-3.78112	-9.12889	4.26764	3.72011	1	24.0456	29.7238	0	0	5	3	0	1	0	0	0.06666667	0.8	1.25	27.671698	0	0.13333334	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1999999	0.75	0	1	2	1	3.5	1155	304861600	0.02498786	672.5714	79053440	0.013853209	446.7857	265676448	0.009322633	206.21428	128074696	0.0052938587	10.928572	7284996.5	0.0011282704	436458.72	1	0	0	0	1	6	0.5	2	4	3	6	0.5	-24.6905	0.21428572	0	0	0	0	0	4	0	14	14	1	44.2623	58.0241	3	12	0	1	0.071428575	0.75	0.083333336	0	0	0.6666667	1	0	0	0	1	0.14285715	2	-1	0	1	0	0	0	0	0	-1	2	2	-3	0	1	7	0.5384615385	0.5	0	1	4	4	0	6	0.4615384615	3.7416573	0	1	-25.2386	0	0.2857143	0	0	0	0	0	0	3	0	14	14	-18.7379	-14.6046	21.7983	9.41107	3	48.1475	63.4976	0	0	5	9	0	1	0	0	0.071428575	1	1	0	0	0.071428575	2	2	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11111111	0	0	1.4814814	1.111111	0	0	0	0.9	4.5555553	443.22223	198283360	0.10377871	236.44444	113356048	0.049739856	159.11111	77205704	0.041708365	72.22222	36679052	0.024710726	5.888889	1926379.1	0.0035180561	121222.11	0.375	0	0	0	0.375	8	0.8888888889	0	2	4	1	0.1111111111	-38.3852	0.44444445	1	1	0	0	0	2	0	9	9	0	2995.32	8147.01	3	7	0	0	0.11111111	0.14285715	0	0	0.14285715	0	1	0	0	0	0.8888889	0.11111111	2	0	1	1	0	0	0	0	0	2	2	2	0	-2	1.1111112	7	0.7	0.5	0	0	3	5	0	3	0.3	3.1622777	0	1	-31.5302	0	0.4	1	1	0	0	0	0	4	0	10	10	-14.0202	-13.5436	25.2362	17.031	2	424.079	776.59	0	0	5	7	0	0	0	0	0	1	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0	0	1.3433334	0.96444446	0	1.24	1.86	0.8064516	4.52	803.6	-11585805	0.05478885	477	432427040	0.01742887	327.12	318275392	0.01396289	169.04	191167696	0.009447633	12.16	16891174	0.0018374781	574131.9	0.5833333	0	0	0	0.6666667	14	0.7	0	4	8	6	0.3	-82.9981	0.28	2	2	0	0	0	7	0	25	21	0	870.573	1168.48	4	18	5	5	0.2	0.17391305	0.04347826	0.04347826	0	0.17391305	1	0	0	0.04	0.92	0.12	2	0	1	0	0	0	0	0	0	4	6	1	1	0	1.24	14	0.5384615385	0.38709676	0	0	5	8	2	12	0.4615384615	4.3105273	0.74169695	0.92547053	-68.0053	0	0.29032257	2	2	0	0	0	2	11	0	31	24	-36.4571	-34.3724	16.4149	11.8615	6	187.408	221.873	0	0	5	19	5	5	2	1	0.16129032	0.7741935	1.2916666	39.463497	0	0.06451613	2	0	0
0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0.5	0.5	0	1	0	1	2.5	716.75	723364290	0.051101677	422.5	428757952	0.0006283951	294	298564768	0.0004415255	140.25	141626272	0.0002227292	10	9982125	2.1942436e-05	545566.25	0.33333334	0	0	0	0.33333334	1	0.3333333333	0	2	2	2	0.6666666667	-13.7025	0.25	1	1	0	0	0	1	0	4	4	0	47.9838	174.365	2	4	0	1	0.25	0	0	0	0	0	1	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	1	3	-1	0	1	1	0.3333333333	0.5	0	0	2	2	0	2	0.6666666667	2	0	1	-11.6806	0	0.5	1	1	0	0	0	0	1	0	4	4	-6.1953	-6.57195	35.3854	20.6248	1	64.632	183.256	0	0	5	3	0	1	0	0	0.25	1	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16666667	0	0	1.25	0.8333334	1.6666666	0.8333333	0.8333333	1.2	3.2222223	1539	-81861032	0.029392025	1008.7778	341949504	0.011940029	750.55554	426258816	0.007779489	444.22223	251789824	0.0039145094	19.444445	16626194	0.0010197686	635803.4	0.9411765	0	0	0	0.88235295	9	0.5625	3	4	7	7	0.4375	-41.6504	0.16666667	0	0	0	0	0	6	0	18	18	2	82.6872	105.673	4	15	2	2	0.11111111	0.6875	0	0	0	0.625	1	0	0	0	1	0.11111111	3	-2	0	-2	0	0	0	0	0	-2	0	2	-5	-2	0.8333333	7	0.5384615385	0.5	1	1	4	5	0	6	0.4615384615	3.8729832	0	1	-37.6535	0	0.2	0	0	0	0	0	0	4	0	15	15	-27.7792	-18.5706	54.4757	14.4765	2	115.297	158.224	0	0	6	10	2	2	0	0	0.13333334	1	1	0	0	0.13333334	1	1	1
