1-uppsala;2-uppsala;3-uppsala;4-uppsala;5-uppsala;6-uppsala;7-uppsala;8-uppsala;9-uppsala;10-uppsala;11-uppsala;12-uppsala;13-uppsala;14-uppsala;15-uppsala;16-uppsala;17-uppsala;18-uppsala;19-uppsala;20-uppsala;21-uppsala;22-uppsala;23-uppsala;24-uppsala;25-uppsala;26-uppsala;27-uppsala;28-uppsala;29-uppsala;30-uppsala;31-uppsala;32-uppsala;33-uppsala;34-uppsala;35-uppsala;36-uppsala;37-uppsala;38-uppsala;39-uppsala;40-uppsala;41-uppsala;42-uppsala;43-uppsala;44-uppsala;45-uppsala;46-uppsala;47-uppsala;48-uppsala;49-uppsala;50-uppsala;51-uppsala;52-uppsala;53-uppsala;54-uppsala;55-uppsala;56-uppsala;57-uppsala;58-uppsala;59-uppsala;60-uppsala;61-uppsala;62-uppsala;63-uppsala;64-uppsala;65-uppsala;66-uppsala;67-uppsala;68-uppsala;69-uppsala;70-uppsala;71-uppsala;72-uppsala;73-uppsala;74-uppsala;75-uppsala;76-uppsala;77-uppsala;78-uppsala;79-uppsala;80-uppsala;81-uppsala;82-uppsala
0;0;0;0;0;0.0015999994;0;0;0.0015999994;0;0;1;0;0;0;0;25;0.48;0;0;0.44;0.04;1;0.04;0;0;0;0;25;0.52;0;0;0.4;0.04;0.92;0.04;-54.2926;5.098e-55;-2.1717;0.00673435;-49.7619;1.73021e-50;-1.99048;0.0102217;0.961538;0.346154;0.269231;0.192308;0.153846;0.96;0.4;0.28;0.24;0.04;0.625;0.458333;0.375;0.0416667;0.0833333;0.217391;0.73913;0.173913;0.0434783;0;0;0;0;0.72;0.24;0.04;0;0.08;0.72;0.08;0.12;0;0;1801.32;2373.39;162.962;65.7737;2.63095
0;1.3516435E-5;0;0;4;0.007785466;3.3791086E-6;0;0.01703409;3.3791086E-6;0.0012198583;1.0625;0;0.0625;0;0;32;0.5;0.03125;0;0.28125;0.03125;0.84375;0.09375;0;0.05882353;0;0;34;0.4117647;0.029411765;0;0.4117647;0.029411765;0.7941176;0.05882353;-87.2513;5.60661e-88;-2.7266;0.00187671;-69.4499;3.54895e-70;-2.04264;0.00906475;0.969697;0.424242;0.151515;0.212121;0.181818;0.84375;0.6875;0.03125;0.125;0.125;0.258065;0.774194;0.0645161;0.0322581;0.0967742;0.0666667;0.9;0;0;0.0666667;0;0;0.0625;0.875;0;0.0625;0;0.0588235;0.823529;0.117647;0;0;0;1379.72;2229.5;12.0769;56.872;1.77725
0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;11;0.54545456;0;0;0.36363637;0.09090909;1;0;0;0;0;0;11;0.54545456;0;0;0.36363637;0.09090909;1;0;-29.8641;1.36741e-30;-2.71492;0.00192789;-24.2975;5.04081e-25;-2.20886;0.0061821;0.916667;0.333333;0.166667;0.166667;0.25;0.818182;0.636364;0;0.272727;0;0.3;0.6;0.2;0;0.1;0;0.888889;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1418.91;2230.64;59.229;22.408;2.03709
0;0;0;0;1;0.022598144;0;0;0.019746685;1.06796515E-5;4.2718606E-5;0.9444444;0;0;0;0;18;0.44444445;0;0;0.3888889;0.055555556;0.8333333;0.11111111;0;0;0;0;17;0.29411766;0;0;0.5294118;0.05882353;0.88235295;0.11764706;-35.1058;7.83791e-36;-1.95032;0.0112119;-35.7088;1.95524e-36;-2.10052;0.00793382;0.947368;0.210526;0.263158;0.315789;0.157895;0.888889;0.277778;0.111111;0.166667;0.388889;0.705882;0.235294;0.235294;0.176471;0.294118;0.4375;0.5;0.0625;0.1875;0.1875;0;0;0;0.722222;0.222222;0.0555556;0;0;0.764706;0.117647;0.117647;0;0;1908.22;2309.12;48.3272;44.5588;2.47549
0;0;0;0;9;0.0059878123;0;0.0022675737;3.1887725E-4;3.5430836E-5;3.5430836E-5;1.1428572;0;0;0;0;21;0.3809524;0;0.04761905;0.47619048;0.04761905;0.9047619;0.04761905;0;0;0;0;24;0.45833334;0;0;0.45833334;0.041666668;0.875;0.041666668;-48.6299;2.34477e-49;-2.31571;0.00483382;-41.9638;1.08693e-42;-1.74849;0.0178447;0.954545;0.409091;0.136364;0.227273;0.181818;0.904762;0.333333;0.333333;0.0952381;0.190476;0.65;0.45;0.15;0.25;0.1;0.210526;0.736842;0.0526316;0.157895;0;0;0;0;0.809524;0.047619;0.0952381;0.047619;0;0.708333;0.25;0;0.0416667;0;1243.62;1860.38;45.2343;48.5873;2.31368
0;0;0;0;1;0.0067029195;0;3.4198558E-5;0.004924592;8.5496395E-6;8.5496395E-6;1.0555556;0;0;0;0;18;0.44444445;0;0.11111111;0.33333334;0.055555556;0.8888889;0.055555556;0;0;0;0;19;0.5263158;0;0.10526316;0.2631579;0.05263158;0.8947368;0.05263158;-40.4238;3.76877e-41;-2.24577;0.0056785;-34.2009;6.29651e-35;-1.80005;0.0158472;0.947368;0.210526;0.368421;0.210526;0.157895;0.833333;0.333333;0.0555556;0.388889;0.166667;0.705882;0.235294;0.294118;0.176471;0.235294;0.375;0.5625;0.1875;0.125;0.0625;0;0;0.0555556;0.722222;0.0555556;0;0.166667;0.0526316;0.684211;0.157895;0;0.105263;0;2166.33;2709.62;167.449;53.3765;2.96536
0;0;0;0;16;0.1111111;0;0;0.1111111;0;0;1.6666666;0;0;0;0;6;0.8333333;0;0;0.16666667;0;1;0;0;0;0;0;10;0.5;0;0;0.5;0;0.8;0;-22.4457;3.58344e-23;-3.74095;0.000181572;-24.5445;2.8543e-25;-2.45445;0.00351196;0.857143;0.571429;0.142857;0;0.142857;0.5;0.666667;0.166667;0;0;0;0.8;0;0;0;0.375;0;0;0;0;0;0;0;0.833333;0;0.166667;0;0.3;0.5;0.2;0;0;0;394.833;1749.22;39.934;11.6336;1.93894
0;0;0;0;9;0.0024999953;0;0;0.004444444;2.7777776E-4;0;1.25;0;0;0;0;12;0.5833333;0;0;0.33333334;0.083333336;1;0;0;0;0;0;15;0.53333336;0;0;0.4;0.06666667;0.8;0;-52.0838;8.24518e-53;-4.34032;4.56755e-05;-43.6171;2.4149e-44;-2.90781;0.0012365;0.769231;0.615385;0;0.0769231;0.230769;0.416667;0.75;0;0.0833333;0.0833333;0.181818;0.818182;0;0;0.0909091;0.1;0.8;0.1;0;0;2;0.166667;0;0.833333;0;0;0;0.2;0.666667;0;0;0;0;645.167;1677.64;0.0465853;16.3349;1.36124
0;0;0;0;0;0.04591836;0;0;0.04591836;0;0;1;0;0;0;0;14;0.42857143;0;0;0.5;0.071428575;1;0;0;0;0;0;14;0.64285713;0;0;0.2857143;0.071428575;1;0;-26.3686;4.27957e-27;-1.88347;0.0130776;-27.1002;7.93963e-28;-1.93573;0.011595;0.933333;0.266667;0.333333;0.0666667;0.266667;0.928571;0.285714;0.357143;0.142857;0.142857;0.769231;0.307692;0.153846;0.461538;0;0.416667;0.5;0.0833333;0.166667;0.166667;0;0;0;0.642857;0.285714;0.0714286;0;0;0.642857;0.214286;0.142857;0;0;1598.29;2209.19;40.9304;34.1647;2.44033
0;0;0;0;1;0.0030864228;0;0.012345679;0.027777774;0;0;1.1111112;0;0;0;0;9;0.5555556;0;0.11111111;0.33333334;0;1;0;0;0;0;0;10;0.5;0;0;0.5;0;1;0;-33.752;1.77011e-34;-3.75022;0.000177737;-31.9346;1.16252e-32;-3.19346;0.000640531;0.9;0.6;0.2;0;0.1;0.555556;0.555556;0.333333;0;0;0.125;0.75;0.125;0;0;0;0.857143;0;0;0;0;0;0;0.666667;0.222222;0.111111;0;0.1;0.6;0.2;0.1;0;0;769.222;2515.71;7.44127;21.1205;2.34672
0;0;0;0;36;0.019781066;0;0;0.032168157;5.9937567E-5;9.590011E-4;1.24;0;0;0;0;25;0.56;0;0;0.24;0.04;0.88;0.16;0;0;0;0;31;0.41935483;0;0;0.41935483;0.032258064;0.8064516;0.12903225;-81.8446;1.43021e-82;-3.27378;0.000532373;-72.9093;1.23225e-73;-2.35191;0.0044472;0.961538;0.461538;0.115385;0.115385;0.269231;0.76;0.72;0.12;0;0.12;0.291667;0.75;0.125;0;0.0833333;0.0434783;0.913043;0;0;0.0434783;0;0;0;0.88;0;0.12;0;0.0967742;0.709677;0.193548;0;0;0;1266.12;2180.54;12.8785;48.9465;1.95786
0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0.25;0;0;0.5;0.25;1;0;0;0;0;0;4;0.25;0;0;0.5;0.25;1;0;-16.3222;4.76212e-17;-4.08055;8.30711e-05;-13.9028;1.25083e-14;-3.4757;0.000334426;0.8;0.4;0.2;0;0.2;0.25;0.75;0;0;0;0;0.666667;0;0;0;0.0434783;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;728;2452.34;4.45881;5.02296;1.25574
0;0;0;0;9;0.049382724;0;0;0.059753086;1.2345686E-4;1.2345686E-4;0.8333333;0;0;0;0;18;0.44444445;0;0;0.44444445;0.055555556;1;0.055555556;0;0;0;0;15;0.6666667;0;0;0.2;0.06666667;1;0.06666667;-38.4682;3.40251e-39;-2.13712;0.00729252;-36.439;3.63915e-37;-2.42927;0.00372163;0.947368;0.210526;0.263158;0.210526;0.263158;0.888889;0.333333;0.166667;0.166667;0.277778;0.647059;0.352941;0.117647;0.294118;0.176471;0.375;0.5625;0.0625;0.125;0.1875;0;0;0.0555556;0.777778;0.166667;0;0;0;0.933333;0;0.0666667;0;0;2200.83;2276.74;82.4335;53.9635;2.99797
0;0;0;0;4;0.012687177;0;0.0012755103;0.006792657;7.5473968E-6;7.5473968E-6;0.9285714;0;0;0;0;28;0.4642857;0;0.035714287;0.42857143;0.035714287;0.89285713;0.035714287;0;0;0;0;26;0.5769231;0;0;0.34615386;0.03846154;1;0.03846154;-57.2854;5.18322e-58;-2.04591;0.0089969;-48.4969;3.18493e-49;-1.86527;0.0136375;0.965517;0.241379;0.241379;0.206897;0.275862;0.964286;0.357143;0.0714286;0.321429;0.214286;0.666667;0.296296;0.185185;0.185185;0.296296;0.384615;0.576923;0.0769231;0.153846;0.153846;0;0;0;0.75;0.214286;0.0357143;0;0;0.807692;0.0769231;0.115385;0;0;1666.89;2193.09;68.8006;65.4911;2.33897
0;0;0;0;25;5.1853474E-4;0;0;1.7112307E-4;5.868409E-6;5.281576E-5;1.1162791;0;0;0;0;43;0.5813953;0;0;0.3255814;0.023255814;0.8604651;0.069767445;0;0;0;0;48;0.6041667;0;0;0.3125;0.020833334;0.8125;0.0625;-116.137;7.29458e-117;-2.70086;0.00199131;-98.2388;5.77032e-99;-2.04664;0.0089817;0.977273;0.318182;0.272727;0.159091;0.227273;0.767442;0.465116;0.255814;0.0697674;0.186047;0.404762;0.619048;0.214286;0.047619;0.0952381;0.170732;0.804878;0.0487805;0.0731707;0.0487805;0;0;0;0.860465;0.0697674;0.0465116;0.0232558;0.0833333;0.770833;0.104167;0.0208333;0.0208333;0;1406.86;1978.83;12.6135;102.855;2.39198
0;0;0;0;4;0.014578881;0;0.0027700833;0.0064795003;3.8340248E-5;3.8340248E-5;0.8947368;0;0;0;0;19;0.5263158;0;0.05263158;0.31578946;0.05263158;1;0.05263158;0;0;0;0;17;0.64705884;0;0;0.23529412;0.05882353;1;0.05882353;-77.7535;1.76401e-78;-4.09229;8.08557e-05;-69.3564;4.40149e-70;-4.07979;8.32169e-05;0.75;0.45;0.15;0.15;0.2;0.578947;0.736842;0.0526316;0.157895;0;0.222222;0.722222;0.166667;0.0555556;0;0;0.941176;0;0;0;4;0.210526;0.0526316;0.526316;0.210526;0;0;0.0588235;0.588235;0;0.117647;0;0;1433.58;2224.13;0.0273627;43.9615;2.31376
0.0034602077;0;0;0;4;0.03254134;0;0.0034602077;0.0061514797;0.002599;6.151485E-5;0.88235295;0.05882353;0;0;0;17;0.3529412;0;0.05882353;0.4117647;0.11764706;1;0.05882353;0;0;0;0;15;0.53333336;0;0;0.33333334;0.06666667;1;0.06666667;-47.4125;3.86812e-48;-2.78897;0.00162566;-39.726;1.87932e-40;-2.6484;0.00224698;0.888889;0.222222;0.277778;0.222222;0.222222;0.764706;0.352941;0.294118;0.176471;0.117647;0.5;0.4375;0.125;0.3125;0.0625;0.4;0.533333;0.0666667;0.2;0.133333;1;0.0588235;0.0588235;0.764706;0.117647;0;0;0;0.866667;0;0.0666667;0;0;1535.59;2313.86;0.0737686;35.6839;2.09905
0;0;0;0;9;0.001111111;0;0;0.006944446;2.7777776E-4;0.001111111;0.8;0;0;0;0;15;0.46666667;0;0;0.33333334;0.06666667;0.93333334;0.13333334;0;0;0;0;12;0.5;0;0;0.25;0.083333336;0.9166667;0.16666667;-54.693;2.02768e-55;-3.6462;0.00022584;-43.4601;3.46657e-44;-3.62167;0.00023896;0.8125;0.375;0.125;0.1875;0.25;0.533333;0.466667;0.133333;0.133333;0.2;0.285714;0.642857;0;0.0714286;0.214286;0.153846;0.769231;0;0;0.153846;2;0.133333;0.2;0.533333;0.133333;0;0;0.0833333;0.666667;0;0.0833333;0;0;1873.6;2421.38;0.116294;35.3544;2.35696
0;0;0;0;0;0.017777776;0;0;0.017777776;0;0;1;0;0;0;0;15;0.33333334;0;0;0.46666667;0.06666667;0.8;0.13333334;0;0;0;0;15;0.46666667;0;0;0.33333334;0.06666667;0.8;0.13333334;-35.6897;2.04315e-36;-2.37931;0.00417529;-32.6974;2.00724e-33;-2.17983;0.00660957;0.875;0.1875;0.1875;0.125;0.4375;0.866667;0.2;0.2;0.133333;0.4;0.642857;0.285714;0;0.357143;0.285714;0.461538;0.461538;0.0769231;0;0.384615;0;0;0;1;0;0;0;0;1;0;0;0;0;1817.53;1974.89;0.110956;36.1925;2.41283
0;0;0;0;1;0.0051020402;0;0;0.009070294;5.668934E-4;0;0.85714287;0;0;0;0;7;0.42857143;0;0;0.42857143;0.14285715;1;0;0;0;0;0;6;0.5;0;0;0.33333334;0.16666667;1;0;-24.0346;9.23422e-25;-3.43351;0.000368541;-16.8708;1.34648e-17;-2.8118;0.00154241;0.875;0.375;0;0.375;0.125;0.571429;0.714286;0;0;0.142857;0;0.833333;0;0;0;0.461538;0;0;0;0;0;0;0;0.428571;0.571429;0;0;0.166667;0.5;0;0.333333;0;0;2296.57;2462.77;17.5737;18.3551;2.62215
0;0;0;0;1;0.0066747824;0;0.0030864198;0.008981587;4.2718606E-5;1.06796515E-5;0.9444444;0;0;0;0;18;0.3888889;0;0.055555556;0.3888889;0.11111111;1;0.055555556;0;0;0;0;17;0.47058824;0;0;0.29411766;0.11764706;0.9411765;0.05882353;-48.5322;2.9363e-49;-2.69623;0.00201264;-45.2695;5.3765e-46;-2.66291;0.00217314;0.947368;0.315789;0.157895;0.210526;0.263158;0.833333;0.5;0.0555556;0.222222;0.166667;0.588235;0.470588;0.294118;0;0.176471;0.1875;0.75;0;0.125;0.0625;0;0;0.0555556;0.666667;0.222222;0;0.0555556;0;0.705882;0.117647;0.0588235;0.117647;0;1645.94;2207.6;2.30324;41.3332;2.29629
0;0;0;0;1;0.008447772;0;0.0034602077;0.0016354895;1.3516435E-5;1.3516435E-5;0.9411765;0;0;0;0;17;0.47058824;0;0.05882353;0.3529412;0.05882353;1;0.05882353;0;0;0;0;16;0.5625;0;0;0.3125;0.0625;0.9375;0.0625;-55.0643;8.62383e-56;-3.23908;0.000576665;-48.9971;1.0067e-49;-3.06232;0.000866326;0.944444;0.444444;0.111111;0.111111;0.277778;0.647059;0.588235;0.117647;0.176471;0.0588235;0.25;0.75;0.1875;0;0;0.0666667;0.866667;0;0.0666667;0;0;0;0;0.529412;0.352941;0.117647;0;0;0.5625;0.25;0.1875;0;0;1069.24;1967.97;7.86627;35.0714;2.06303
0;0;0;6.574622E-4;4;0.0064622466;0;0;0.0034698066;1.9210008E-6;7.684003E-6;0.94871795;0;0;0;0.025641026;39;0.4871795;0;0;0.41025642;0.025641026;0.84615386;0.051282052;0;0;0;0;37;0.5675676;0;0;0.35135135;0.027027028;0.8378378;0.054054055;-112.794;1.60694e-113;-2.89215;0.00128188;-101.067;8.57038e-102;-2.73154;0.00185549;0.95;0.4;0.175;0.175;0.225;0.717949;0.538462;0.128205;0.128205;0.179487;0.394737;0.631579;0.157895;0.105263;0.0789474;0.135135;0.837838;0.027027;0.108108;0;0;0;0.097561;0.609756;0.195122;0.0731707;0.0243902;0.027027;0.675676;0.189189;0.0810811;0.027027;0;1349;2128.89;0.434421;87.4387;2.24202
0;0;0;0;1;2.6583162E-4;0;0.0018903592;0.00425331;3.281872E-6;1.3127488E-5;1.0434783;0;0;0;0;23;0.39130434;0;0.04347826;0.4347826;0.04347826;0.95652175;0.08695652;0;0;0;0;24;0.375;0;0;0.5;0.041666668;0.9166667;0.083333336;-55.3981;3.99853e-56;-2.40861;0.0039029;-52.5;3.16228e-53;-2.1875;0.00649382;0.958333;0.333333;0.166667;0.25;0.208333;0.869565;0.434783;0.217391;0.173913;0.130435;0.454545;0.545455;0.136364;0.136364;0.136364;0.190476;0.761905;0;0.047619;0.142857;0;0;0.0434783;0.782609;0.0869565;0.0869565;0;0.0416667;0.75;0.166667;0.0416667;0;0;1635.3;2261.87;7.69939;57.2688;2.48995
0;0;0;0;0;0.011080336;0;0;0.011080336;0;0;1;0;0;0;0.05263158;19;0.5263158;0;0;0.36842105;0.05263158;0.94736844;0;0;0;0;0.05263158;19;0.42105263;0;0;0.47368422;0.05263158;0.94736844;0;-58.5356;2.9134e-59;-3.08082;0.000830193;-54.5987;2.51942e-55;-2.87362;0.00133778;0.9;0.45;0.1;0.15;0.25;0.684211;0.421053;0.157895;0.210526;0.157895;0.444444;0.5;0.166667;0.166667;0.111111;0.176471;0.764706;0.0588235;0.0588235;0.0588235;1;0.047619;0;0.809524;0.0952381;0.047619;0;0;0.809524;0.0952381;0.047619;0;0;1303.05;1871.59;0.211644;42.427;2.233
0.006944445;0;0;0;1;0.013313615;0;0.009245561;3.6982243E-4;0;0;1.0833334;0.083333336;0;0;0;12;0.5;0;0.25;0.25;0;0.9166667;0;0;0;0;0;13;0.61538464;0;0.15384616;0.23076923;0;0.9230769;0;-37.1675;6.79986e-38;-3.09729;0.000799297;-32.2069;6.21012e-33;-2.47745;0.00333078;0.923077;0.384615;0.307692;0.153846;0.0769231;0.75;0.666667;0.25;0;0;0.272727;0.909091;0;0;0;0;0.9;0;0;0;0;0;0;0.916667;0;0.0833333;0;0;0.846154;0.153846;0;0;0;920.583;2094.29;2.89312;25.3304;2.11087
0;0;0;0;9;0.010636715;0;0;0.011595963;2.3003274E-6;9.20131E-6;1.0697675;0;0;0;0;43;0.5813953;0;0;0.3488372;0.023255814;0.81395346;0.046511628;0;0;0;0;46;0.47826087;0;0;0.45652175;0.02173913;0.8043478;0.04347826;-91.8889;1.29152e-92;-2.13695;0.0072954;-98.6612;2.18172e-99;-2.14481;0.00716459;0.977273;0.318182;0.227273;0.136364;0.295455;0.930233;0.302326;0.302326;0.186047;0.186047;0.738095;0.380952;0.190476;0.261905;0.142857;0.463415;0.512195;0.170732;0.219512;0.0731707;0;0;0;0.883721;0.0930233;0.0232558;0;0.0869565;0.826087;0.0434783;0.0434783;0;0;1342.88;2074.87;236.51;103.485;2.40662
0;0;0;0;4;9.58512E-6;0;0;8.626552E-5;3.8340248E-5;0;1.117647;0;0;0;0;17;0.5294118;0;0;0.4117647;0.05882353;1;0;0;0;0;0;19;0.5263158;0;0;0.42105263;0.05263158;0.8947368;0;-45.5417;2.87276e-46;-2.67892;0.00209448;-36.064;8.62979e-37;-1.89811;0.0126443;0.944444;0.277778;0.222222;0.277778;0.166667;0.882353;0.411765;0.235294;0.235294;0.0588235;0.4375;0.5;0.1875;0.25;0;0.0666667;0.866667;0.0666667;0;0;0;0;0.0588235;0.764706;0;0.176471;0;0;0.684211;0.315789;0;0;0;1215.24;2002.96;32.5994;35.747;2.10277
