1-dfki-ef	2-dfki-ef	3-dfki-ef	4-dfki-ef	5-dfki-ef	6-dfki-ef	7-dfki-ef	8-dfki-ef	9-dfki-ef	10-dfki-ef	11-dfki-ef	12-dfki-ef	13-dfki-ef	14-dfki-ef	15-dfki-ef	16-dfki-ef	17-dfki-ef	18-dfki-ef	19-dfki-ef	20-dfki-ef	21-dfki-ef	22-dfki-ef	23-dfki-ef	24-dfki-ef	25-dfki-ef	26-dfki-ef	27-dfki-ef	28-dfki-ef	29-dfki-ef	30-dfki-ef	31-dfki-ef	32-dfki-ef	33-dfki-ef	34-dfki-ef	35-dfki-ef	36-dfki-ef	37-dfki-ef	38-dfki-ef	39-dfki-ef	40-dfki-ef	41-dfki-ef	42-dfki-ef	43-dfki-ef	44-dfki-ef	45-dfki-ef	46-dfki-ef	47-dfki-ef	48-dfki-ef	49-dfki-ef	50-dfki-ef	51-dfki-ef	52-dfki-ef	53-dfki-ef	54-dfki-ef	55-dfki-ef	56-dfki-ef	57-dfki-ef	58-dfki-ef	59-dfki-ef	60-dfki-ef	61-dfki-ef	62-dfki-ef	63-dfki-ef	64-dfki-ef	65-dfki-ef	66-dfki-ef	67-dfki-ef	68-dfki-ef	69-dfki-ef	70-dfki-ef	71-dfki-ef	72-dfki-ef	73-dfki-ef	74-dfki-ef	75-dfki-ef	76-dfki-ef	77-dfki-ef	78-dfki-ef	79-dfki-ef	80-dfki-ef	81-dfki-ef	82-dfki-ef	83-dfki-ef	84-dfki-ef	85-dfki-ef	86-dfki-ef	87-dfki-ef	88-dfki-ef	89-dfki-ef	90-dfki-ef	91-dfki-ef	92-dfki-ef	93-dfki-ef	94-dfki-ef	95-dfki-ef	96-dfki-ef	97-dfki-ef	98-dfki-ef	99-dfki-ef	100-dfki-ef	101-dfki-ef	102-dfki-ef	103-dfki-ef	104-dfki-ef	105-dfki-ef	106-dfki-ef	107-dfki-ef	108-dfki-ef	109-dfki-ef	110-dfki-ef	111-dfki-ef	112-dfki-ef	113-dfki-ef	114-dfki-ef	115-dfki-ef	116-dfki-ef	117-dfki-ef	118-dfki-ef	119-dfki-ef	120-dfki-ef	121-dfki-ef	122-dfki-ef	123-dfki-ef	124-dfki-ef	125-dfki-ef	126-dfki-ef	127-dfki-ef	128-dfki-ef	129-dfki-ef	130-dfki-ef	131-dfki-ef	132-dfki-ef	133-dfki-ef	134-dfki-ef	135-dfki-ef	136-dfki-ef	137-dfki-ef	138-dfki-ef	139-dfki-ef	140-dfki-ef	141-dfki-ef	142-dfki-ef	143-dfki-ef	144-dfki-ef	145-dfki-ef	146-dfki-ef	147-dfki-ef	148-dfki-ef	149-dfki-ef	150-dfki-ef	151-dfki-ef	152-dfki-ef	153-dfki-ef	154-dfki-ef	155-dfki-ef	156-dfki-ef	157-dfki-ef	158-dfki-ef	159-dfki-ef	160-dfki-ef	161-dfki-ef	162-dfki-ef	163-dfki-ef	164-dfki-ef	165-dfki-ef	166-dfki-ef	167-dfki-ef	168-dfki-ef	169-dfki-ef	170-dfki-ef	171-dfki-ef	172-dfki-ef	173-dfki-ef	174-dfki-ef	175-dfki-ef	176-dfki-ef	177-dfki-ef	178-dfki-ef	179-dfki-ef	180-dfki-ef	181-dfki-ef	182-dfki-ef	183-dfki-ef	184-dfki-ef	185-dfki-ef	186-dfki-ef	187-dfki-ef	188-dfki-ef	189-dfki-ef	190-dfki-ef	191-dfki-ef	192-dfki-ef	193-dfki-ef	194-dfki-ef	195-dfki-ef	196-dfki-ef	197-dfki-ef	198-dfki-ef	199-dfki-ef	200-dfki-ef	201-dfki-ef	202-dfki-ef	203-dfki-ef	204-dfki-ef	205-dfki-ef	206-dfki-ef	207-dfki-ef	208-dfki-ef	209-dfki-ef	210-dfki-ef	211-dfki-ef	212-dfki-ef	213-dfki-ef	214-dfki-ef	215-dfki-ef	216-dfki-ef	217-dfki-ef	218-dfki-ef	219-dfki-ef	220-dfki-ef	221-dfki-ef	222-dfki-ef	223-dfki-ef	224-dfki-ef	225-dfki-ef	226-dfki-ef	227-dfki-ef	228-dfki-ef	229-dfki-ef	230-dfki-ef	231-dfki-ef	232-dfki-ef	233-dfki-ef	234-dfki-ef	235-dfki-ef	236-dfki-ef	237-dfki-ef	238-dfki-ef	239-dfki-ef	240-dfki-ef	241-dfki-ef	242-dfki-ef	243-dfki-ef	244-dfki-ef	245-dfki-ef	246-dfki-ef	247-dfki-ef	248-dfki-ef	249-dfki-ef	250-dfki-ef	251-dfki-ef	252-dfki-ef	253-dfki-ef	254-dfki-ef	255-dfki-ef	256-dfki-ef
?	?	1.039861083	?	?	?	?	?	3142	1	?	?	0.235	1	0	?	-75.3756637573	3	3	-4	0	0	29	?	-0.466	-42.799	?	?	?	?	0	?	?	?	?	0	-195.6699676514	1814.323	0.135	0	?	0	1.0933254957	inf	?	277614.594	?	?	1	1	?	3	?	2294.925	?	?	?	?	0.367	?	-2.174	0	?	0	-27.591	0	?	155	?	?	-35.581	-63.8878211975	?	?	0	-1.024	1	0	?	?	?	?	0.3333333433	?	?	?	?	?	27	?	?	?	?	-197.8526153564	0	4.609	-0.125	1.2000000477	?	?	4	-218.4352264404	0	0	?	0	0	0.9354838729	?	0	-94.2899093628	?	?	-92.834	?	0	0.5	?	?	5.37	0	?	?	?	-63.531	-inf	0	-1.081	-0.002	-0.01	-0.818	0	-0.12	-8.7	?	2	0.9310345054	?	0	?	inf	0	0	?	-3.677	10	?	?	?	11	-14.938	1	?	?	0	?	10	1.0056179762	-7.795	1	?	?	-71.1508102417	0	19.998	?	inf	8	4	1	-72.967918396	?	0	?	2	29253922816	145	-0.236	?	0	?	?	-78.3802185059	1.5	0	1	?	47.905	5	?	0	?	0	?	5.34	?	?	?	?	?	0	0.485	?	?	4	0	1.1136834621	?	1.375	-213.6202850342	-1.162	?	1	?	-2.701	?	?	-105.2041397095	0.905772	1000	?	?	?	?	1.1157518625	170337.266	0	-218.2431182861	?	?	252212.312	-79.7776794434	?	3	9	?	0.75	1000	171037.781	0	0	?	0.9159709215	?	?	29014786048	-2.46	3	3291768.75	6	?	-1.361	1.465	?	0	-1
?	?	0.9118865132	?	?	?	?	?	2417	3	?	?	0.198	1	0	?	-70.7415390015	1	0.3333333433	-4	0	0	30	?	-0.398	-19.61	?	?	?	?	0	?	?	?	?	0	-171.5487670898	1395.744	0.101	0	?	0	1.0578408241	inf	?	190917.125	?	?	3	2	?	3	?	2270.304	?	?	?	?	0.317	?	-1.824	0	?	0	-27.237	0	?	154	?	?	-43.75	-58.6527404785	?	?	0	-0.972	1	0	?	?	?	?	0.375	?	?	?	?	?	25	?	?	?	?	-172.2233886719	0	4.768	-0.603	2.2000000477	?	?	4	-205.0302276611	0	0	?	0	0	0.8311688304	?	0	-90.4082107544	?	?	-81.109	?	0	0.3333333433	?	?	5.12	0	?	?	?	-31.369	-inf	0	-0.402	-0.001	-0.047	-0.383	-0.054	-0.101	-3.735	?	3	0.8333333135	?	0	?	inf	0	0	?	-2.398	7	?	?	?	10	-14.427	1	?	?	0	?	6	0.9980506897	-2.847	1.1666666269	?	?	-54.9233055115	0	14.998	?	inf	5	2	0.6666666865	-63.9442863464	?	0	?	4	16141033472	128	-0.236	?	0	?	?	-64.5082550049	1.5	0	0.5	?	47.648	5	?	0	?	nan	?	5.13	?	?	?	?	?	0	0.445	?	?	9	-0.965	0.9364150167	?	2	-203.7948303223	-1.171	?	2	?	-1.254	?	?	-82.455619812	0.83999	1000	?	?	?	?	0.9120368958	125495.695	0	-inf	?	?	171241.719	-67.6428756714	?	6	8	?	0.3333333433	1000	127047.367	0	0	?	0.8417719603	?	?	15749170176	-1.215	3	1948102	11	?	-1.673	1.156	?	0	-1
?	?	0.8720871806	?	?	?	?	?	1515	0	?	?	0.165	1	0	?	-47.9369392395	4	2	-6	0	0	17	?	-0.583	-14.942	?	?	?	?	0	?	?	?	?	0	-106.2215270996	874.974	0.128	0	?	0	0.8143518567	inf	?	133803.797	?	?	2	0	?	0	?	843.163	?	?	?	?	0.358	?	-3.583	0	?	0	-21.785	inf	?	88	?	?	-41.899	-42.4178161621	?	?	0	-1.197	0	0	?	?	?	?	0	?	?	?	?	?	12	?	?	?	?	-107.0497207642	0	3.02	-0.872	0.3333333433	?	?	2	-145.4900817871	0	0	?	0	0	0.7727272511	?	0	-66.4337005615	?	?	-49.184	?	0	1	?	?	5.67	0	?	?	?	-22.79	-inf	0	-0.209	0	-0.068	-0.275	-0.006	-0.198	-3.288	?	1	0.7058823705	?	0	?	inf	0	0	?	-0.027	2	?	?	?	3	-10.308	0.0529999994	?	?	0	?	6	1.0945945978	-1.651	0.3333333433	?	?	-35.0246696472	0	12.999	?	inf	4	0	inf	-49.01953125	?	0	?	1	6336306176	68	-0.354	?	0	?	?	-41.80519104	1	0	0	?	29.037	3	?	0	?	nan	?	5.18	?	?	?	?	?	0	0.406	?	?	4	-0.107	0.8257065415	?	0.75	-143.7224731445	-0.909	?	0	?	-0.823	?	?	-52.3723526001	0.735787	1000	?	?	?	?	0.7883400917	79432.438	0	-inf	?	?	114887.133	-39.9191474915	?	1	5	?	0.25	53	79600.922	0	0	?	0.7390738726	?	?	6309512704	-0.882	1	765580	1	?	-1.603	0.925	?	0	-1
?	?	0.9591274858	?	?	?	?	?	2751	2	?	?	0.185	1	0	?	-61.9147491455	1	inf	-4	0	0	32	?	-0.325	-19.238	?	?	?	?	0	?	?	?	?	0	-172.8480834961	1588.579	0.076	0	?	0	0.967338562	inf	?	309946.531	?	?	0	2	?	5	?	1678.728	?	?	?	?	0.275	?	-3.098	0	?	0	-19.087	inf	?	172	?	?	-38.204	-57.0524559021	?	?	0	-0.913	0	0	?	?	?	?	0.3846153915	?	?	?	?	?	28	?	?	?	?	-174.4158325195	0	5.086	-2.434	2	?	?	7	-193.6781005859	0	0	?	0	0	0.8546511531	?	0	-101.4990386963	?	?	-84.283	?	0	0.5	?	?	5.25	0	?	?	?	-30.023	-217.847442627	0	-0.539	-0.002	-0.189	-0.48	-0.165	-0.171	-5.128	?	2	0.875	?	0	?	inf	0	0	?	-4.533	11	?	?	?	16	-12.194	1	?	?	0	?	10	0.9758364558	-4.013	1.1000000238	?	?	-56.3570709229	0	16.998	?	inf	9	4	1	-70.5082015991	?	0	?	3	37818871808	147	-0.236	?	0	?	?	-59.3841362	1.3333333731	0	0.571428597	?	40.972	3	?	0	?	inf	?	5.38	?	?	?	?	?	0	0.43	?	?	3	-2.944	0.9878115058	?	1.777777791	-191.8701629639	-0.81	?	1	?	-1.191	?	?	-88.4826660156	0.900545	1000	?	?	?	?	0.8717586994	190240.062	0	-inf	?	?	280317.281	-68.2053070068	?	4	13	?	1	1000	194470.75	0	0	?	0.9008595943	?	?	36191281152	-1.163	3	2523584	6	?	-1.461	1.234	?	0	-1
?	?	0.9497622848	?	?	?	?	?	3901	5	?	?	0.231	1	0	?	-108.5592041016	1	0.25	-4	0	0	41	?	-0.377	-35.979	?	?	?	?	0	?	?	?	?	0	-269.8913879395	2252.532	0.128	0	?	0	1.0517696142	inf	?	412470.625	?	?	4	3	?	3	?	5334.982	?	?	?	?	0.358	?	-2.131	0	?	0	-28.976	0	?	243	?	?	-47.978	-89.7370910645	?	?	0	-0.983	1	0	?	?	?	?	0.3000000119	?	?	?	?	?	36	?	?	?	?	-273.2546386719	0	6.516	-0.743	2.3333332539	?	?	4	-316.2762145996	0	0	?	0	0	0.9176954627	?	0	-138.3353271484	?	?	-124.641	?	0	0.25	?	?	6.19	0	?	?	?	-50.914	-inf	0	-1.006	-0.001	-0.058	-0.758	-0.03	-0.118	-7.401	?	4	0.8780487776	?	0	?	inf	0	0	?	-1.714	12	?	?	?	24	-21.773	1	?	?	0	?	9	1.0438448191	-7.128	1.3333333731	?	?	-97.2244033813	0	23.998	?	inf	14	3	0.6000000238	-104.1418838501	?	0	?	2	45796028416	223	-0.236	?	0	?	?	-103.1054382324	2.5	0	0.75	?	73.041	3	?	0	?	nan	?	5.93	?	?	?	?	?	0	0.481	?	?	3	-0.534	1.0834361315	?	1.7142857313	-310.3565979004	-1.246	?	3	?	-2.302	?	?	-136.4446716309	0.863975	1000	?	?	?	?	0.9863327146	218606.359	0	-inf	?	?	389185.719	-109.5332641602	?	5	10	?	2	1000	214000.062	0	0	?	0.8696171045	?	?	47788744704	-1.971	6	5073900.5	7	?	-1.835	1.85	?	0	-1
?	?	1.1030311584	?	?	?	?	?	1121	1	?	?	0.293	1	0	?	-49.7746963501	1	1	-4	0	0	21	?	-0.832	-25.494	?	?	?	?	0	?	?	?	?	0	-137.6112976074	647.498	0.337	0	?	0	1.0647742748	inf	?	2808.803	?	?	1	0	?	3	?	462.672	?	?	?	?	0.58	?	-1.983	0	?	0	-21.97	inf	?	103	?	?	-35.061	-41.1641654968	?	?	0	-1.32	0	0	?	?	?	?	0.3333333433	?	?	?	?	?	21	?	?	?	?	-139.3009338379	0	3.337	-1.71	1.5	?	?	5	-122.3632278442	0	0	?	0	0	1.067961216	?	0	-65.8498535156	?	?	-50.509	?	0	1	?	?	5.24	0	?	?	?	-30.158	-144.1107635498	0	-0.414	-0.001	-0.133	-0.375	-0.013	-0.11	-3.659	?	1	1	?	0	?	inf	0	0	?	-1.946	7	?	?	?	7	-10.238	0.7639999986	?	?	0	?	6	1.0693877935	-2.933	1.1666666269	?	?	-46.6527709961	0	13.999	?	inf	6	4	0	-47.2542762756	?	0	?	2	3255528.5	110	-0.236	?	0	?	?	-54.9030380249	1.5	0	0.8000000119	?	21.51	2	?	0	?	1.1296645403	?	4.9	?	?	?	?	?	0	0.542	?	?	1	-0.227	1.1333345175	?	1.1666666269	-121.33568573	-0.944	?	0	?	-1.631	?	?	-67.7483825684	1.13842	1000	?	?	?	?	1.0288311243	1868.065	0	-162.7968139648	?	?	2377.812	-50.3151359558	?	3	9	?	3	764	1804.308	0	0	?	1.1341370344	?	?	3489668.5	-1.168	3	419254	3	?	-1.341	1.079	?	0	-1
?	?	0.9035338163	?	?	?	?	?	4546	2	?	?	0.214	1	0	?	-106.2033157349	5	0.8333333135	-8	0	0	44	?	-0.344	-39.309	?	?	?	?	0	?	?	?	?	0	-278.9028930664	2624.923	0.112	0	?	0	1.0449763536	inf	?	436801.781	?	?	6	2	?	6	?	5343.265	?	?	?	?	0.335	?	-4.477	0	?	0	-36.134	inf	?	219	?	?	-49.236	-104.2641296387	?	?	0	-0.869	0	0	?	?	?	?	0.5	?	?	?	?	?	46	?	?	?	?	-280.4066467285	0	7.152	-1.96	0.75	?	?	6	-294.2524414062	0	4	?	0	0	0.9817351699	?	2	-141.8975219727	?	?	-126.669	?	0	0.1428571492	?	?	4.67	0	4	?	?	-50.924	-310.8457641602	0	-1.297	0	-0.152	-0.949	0	-0.248	-10.038	?	7	1.0454545021	?	0	?	inf	0	0	?	0	16	?	?	?	18	-21.365	0.2290000021	?	?	0	?	11	0.9377509952	-9.638	1.4545454979	?	?	-98.6454467773	0	29.997	?	inf	10	8	1	-107.2765274048	?	0	?	3	64094687232	215	-0.472	?	0	?	?	-95.9582901001	1	0	1.3333333731	?	73.098	4	?	0	?	inf	?	4.98	?	?	?	?	?	0	0.462	?	?	4	0	0.9461110234	2	1.7999999523	-290.6203918457	-1.495	?	4	?	-2.491	?	?	-149.2663116455	0.952946	1000	?	?	?	?	1.0519304276	250764.031	0	-inf	?	?	413579.781	-112.1014328003	?	3	12	?	1.25	229	253169.281	0	0	?	0.9596810937	?	?	62882598912	-1.972	5	6890220.5	3	?	-1.883	2.236	?	0	-1
?	?	0.9164622426	?	?	?	?	?	758	1	?	?	0.184	1	0	?	-16.8644294739	0	inf	0	0	0	10	?	-0.367	-3.511	?	?	?	?	0	?	?	?	?	0	-47.5503387451	437.92	0.088	0	?	0	0.8999696374	inf	?	67798.133	?	?	0	0	?	0	?	233.119	?	?	?	?	0.297	?	0	0	?	0	-3.965	inf	?	52	?	?	-14.37	-14.373790741	?	?	0	-0.906	0	0	?	?	?	?	0	?	?	?	?	?	8	?	?	?	?	-48.0714988708	0	1.589	0	0.6666666865	?	?	2	-71.5300598145	0	0	?	0	0	0.8076922894	?	0	-26.1413516998	?	?	-27.776	?	0	1	?	?	5.25	0	?	?	?	-5.921	-inf	0	-0.066	0	0	-0.11	0	0	-1.077	?	1	0.8000000119	?	0	?	inf	0	0	?	0	2	?	?	?	4	-3.406	0.1780821979	?	?	0	?	2	1.0096154213	-0.466	1	?	?	-11.6213054657	0	4	?	inf	2	1	0	-16.997543335	?	0	?	2	2044875136	42	0	?	0	?	?	-15.4556131363	0.5	0	0.5	?	15.268	3	?	0	?	0	?	5.2	?	?	?	?	?	0	0.429	?	?	1	0	0.8085066676	?	2	-71.0973739624	-0.17	?	0	?	-0.225	?	?	-22.6736049652	0.672046	73	?	?	?	?	0.8673463464	40707.34	0	-54.1502571106	?	?	41641.039	-15.2972736359	?	1	1	?	2	13	45220.297	0	0	?	0.6688058376	?	?	1657087360	-0.229	2	191774	2	?	-0.55	0.308	?	0	-1
?	?	1.0610979795	?	?	?	?	?	1450	2	?	?	0.167	1	0	?	-39.4070281982	1	1	-4	0	0	17	?	-0.342	-15.867	?	?	?	?	0	?	?	?	?	0	-97.9858932495	837.447	0.064	0	?	0	1.1320010424	inf	?	82117.156	?	?	1	2	?	2	?	772.042	?	?	?	?	0.254	?	-2.328	0	?	0	-10.57	0	?	112	?	?	-18.254	-26.9170589447	?	?	0	-0.896	1	0	?	?	?	?	0.3333333433	?	?	?	?	?	15	?	?	?	?	-98.1928710938	0	2.702	-1.787	1	?	?	3	-115.3151931763	0	0	?	0	0	0.9196428657	?	0	-47.2653541565	?	?	-59.193	?	0	1	?	?	6.87	0	?	?	?	-20.433	-141.9259490967	0	-0.395	-0.001	-0.139	-0.305	-0.002	-0.129	-3.381	?	1	0.8823529482	?	0	?	inf	0	0	?	-2.232	4	?	?	?	7	-7.91	0.0280000009	?	?	0	?	6	1.042488575	-2.724	0.6666666865	?	?	-33.2355422974	0	9.999	?	inf	5	2	1	-35.3859291077	?	0	?	1	2731692544	103	-0.236	?	0	?	?	-41.8147163391	2	0	0.6666666865	?	27.786	1	?	0	?	inf	?	6.59	?	?	?	?	?	0	0.409	?	?	0	-0.044	1.2347390652	?	1.3999999762	-113.9831542969	-0.444	?	0	?	-1.035	?	?	-52.0259246826	0.851517	1000	?	?	?	?	1.100720048	48090.91	0	-inf	?	?	67969.25	-40.0569076538	?	2	6	?	inf	28	52265.594	0	0	?	0.8596524	?	?	2312735744	-0.791	1	701316.688	1	?	-0.698	0.771	?	0	-1
?	?	0.7511401176	?	?	?	?	?	732.5	0	?	?	0.272	1	0	?	-12.5558261871	0	inf	0	0	0	7	?	-0.499	-7.614	?	?	?	?	0	?	?	?	?	0	-50.8541717529	423.198	0.158	0	?	0	1.3564680815	inf	?	74246.492	?	?	0	0	?	2	?	144.116	?	?	?	?	0.397	?	0	0	?	0	-3.968	inf	?	31	?	?	-13.406	-9.7823581696	?	?	0	-0.971	0	0	?	?	?	?	1	?	?	?	?	?	8	?	?	?	?	-51.959690094	0	1.112	0	5	?	?	0	-40.582736969	0	0	?	0	0	0.9677419066	?	0	-18.4609718323	?	?	-19.905	?	0	1	?	?	3.75	0	?	?	?	-13.83	-61.0479469299	0	-0.079	0	0	-0.075	0	0	-1.379	?	1	1.1428571939	?	0	?	inf	0	0	?	0	2	?	?	?	0	-2.566	8.4482755661	?	?	0	?	2	0.846501112	-0.642	1	?	?	-10.1998243332	0	4.999	?	inf	3	0	inf	-12.0301771164	?	0	?	1	2527737856	30	0	?	0	?	?	-9.4311847687	2	0	inf	?	12.005	1	?	0	?	inf	?	4.43	?	?	?	?	?	0	0.521	?	?	0	0	1.0426753759	?	0	-40.4559402466	-0.169	?	0	?	-0.535	?	?	-21.3600616455	1.28034	29	?	?	?	?	1.1570388079	50441.309	0	-inf	?	?	45728.863	-16.3185501099	?	2	2	?	inf	245	50276.613	0	0	?	1.2570260763	?	?	2544325888	-0.583	2	179096.25	5	?	-0.644	0.308	?	0	-1
?	?	1.0437932014	?	?	?	?	?	2597.5	1	?	?	0.207	1	0	?	-56.9579658508	4	1.3333333731	-14	0	0	25	?	-0.374	-22.855	17	?	?	?	0	?	?	?	?	0	-184.5185241699	1499.956	0.088	0	?	0	1.0466287136	inf	?	252060.344	?	?	3	1	?	4	?	992.052	?	?	?	?	0.297	?	-2.116	0	?	0	-20.304	0	?	139	?	?	-28.019	-30.7854785919	?	1	0	-0.886	2	0	?	?	?	?	0.4444444478	?	?	?	?	?	26	?	?	?	?	-185.7819519043	0	3.655	-0.079	1	?	?	3	-207.9634246826	1	0	?	0	0	1	?	0	-84.898727417	?	?	-65.27	?	0	1	?	?	5.35	0	?	?	?	-35.165	-inf	0	-0.372	-0.003	-0.006	-0.246	-0.008	-0.117	-3.035	?	1	1.0399999619	?	0	?	0	0	0	?	-5.361	9	?	?	?	12	-11.3	1	?	?	0	?	9	0.9622302055	-3.106	1	?	?	-54.5371704102	0	12.999	?	0	9	4	1	-56.9301834106	?	0	?	1	29466095616	139	-0.825	?	0	?	?	-59.4523391724	1	17	1.3333333731	?	31.497	1	?	0	?	nan	?	5.56	?	?	?	?	?	0	0.455	?	?	1	-0.143	1.771522522	?	1.3333333731	-205.2479858398	-0.874	?	0	?	-1.463	?	?	-97.049736023	0.89334	1000	?	?	?	?	1.1431236267	172809.297	0	-inf	?	?	224403.859	-59.5847625732	?	1	9	?	1	1000	171656.906	0	0	?	0.8990028501	?	?	29863055360	-1.362	1	2249868	1	?	-1.072	0.925	?	0	-1
?	?	0.925413847	?	?	?	?	?	1208	0	?	?	0.208	1	0	?	-46.7813720703	1	0.5	-8	0	0	18	?	-0.541	-27.308	?	?	?	?	0	?	?	?	?	0	-97.005569458	697.728	0.101	0	?	0	0.8100408912	inf	?	76697.773	?	?	2	0	?	1	?	790.528	?	?	?	?	0.318	?	-0.987	0	?	0	-26.23	inf	?	109	?	?	-35.715	-40.2781295776	?	?	0	-1.189	0	0	?	?	?	?	0.1666666716	?	?	?	?	?	11	?	?	?	?	-98.2324981689	0	2.861	-0.251	2.5	?	?	3	-147.4583740234	0	0	?	0	0	0.6605504751	?	0	-68.0888977051	?	?	-51.528	?	0	0.5	?	?	6.55	0	?	?	?	-28.601	-inf	0	-0.501	0	-0.02	-0.356	-0.014	-0.055	-4.153	?	2	0.6111111045	?	0	?	inf	0	0	?	-0.552	4	?	?	?	4	-9.224	1	?	?	0	?	4	1.0808581114	-3.82	1	?	?	-35.259223938	0	9.999	?	inf	3	1	inf	-46.7230300903	?	0	?	1	1873015936	72	-0.472	?	0	?	?	-43.2921295166	2	0	0.3333333433	?	28.116	2	?	0	?	0	?	6.06	?	?	?	?	?	0	0.456	?	?	2	-0.251	0.8753937483	?	1.3333333731	-143.3408660889	-1.052	?	0	?	-1.72	?	?	-46.5716438294	0.666171	1000	?	?	?	?	0.6839829683	45412.738	0	-123.7203826904	?	?	64260.465	-37.8475608826	?	2	6	?	0.5	1000	43278.355	0	0	?	0.6767475009	?	?	2062316800	-1.107	1	486824	5	?	-1.366	0.694	?	0	-1
?	?	0.8812775016	?	?	?	?	?	2829	2	?	?	0.234	1	0	?	-89.2289428711	4	1	-12	0	0	28	?	-0.419	-29.846	?	?	?	?	0	?	?	?	?	0	-186.8681945801	1633.613	0.141	0	?	0	0.9092601538	inf	?	198343.984	?	?	4	2	?	3	?	3171.641	?	?	?	?	0.375	?	-7.551	0	?	0	-32.32	inf	?	179	?	?	-37.161	-83.5812225342	?	?	0	-0.957	0	0	?	?	?	?	0.4285714328	?	?	?	?	?	27	?	?	?	?	-188.8335113525	0	4.768	-5.781	2.6666667461	?	?	3	-223.7358856201	0	0	?	0	0	0.8547486067	?	0	-104.7155761719	?	?	-121.502	?	0	0.5	?	?	5.67	0	?	?	?	-31.147	-inf	0	-0.471	-0.003	-0.449	-0.28	-0.16	-0.418	-3.443	?	2	0.9642857313	?	0	?	inf	0	0	?	-5.146	10	?	?	?	12	-18.772	1	?	?	0	?	7	0.887323916	-3.57	1.4285714626	?	?	-72.1027755737	0	20.998	?	inf	8	2	1	-87.5890808105	?	0	?	2	17466204160	153	-0.707	?	0	?	?	-78.6354598999	2	0	0.6666666865	?	56.317	3	?	0	?	nan	?	6.39	?	?	?	?	?	0	0.483	?	?	3	-2.866	0.8626670837	?	1.5	-215.9414520264	-1.412	?	1	?	-1.879	?	?	-99.2797698975	0.844002	1000	?	?	?	?	0.9480897784	127850.375	0	-inf	?	?	180553.484	-79.6412658691	?	4	7	?	1	1000	132159.766	0	0	?	0.865365088	?	?	16345718784	-1.206	3	2668690	8	?	-1.421	1.542	?	0	-1
?	?	1.0946646929	?	?	?	?	?	3105.5	1	?	?	0.236	1	0	?	-81.8413467407	3	0.5	-10	0	0	31	?	-0.408	-47.466	?	?	?	?	0	?	?	?	?	0	-228.2597351074	1793.25	0.105	0	?	0	1.1907074451	inf	?	254590.469	?	?	6	0	?	5	?	2886.252	?	?	?	?	0.324	?	-3.303	0	?	0	-38.123	0	?	177	?	?	-46.594	-65.8899536133	?	?	0	-0.936	1	0	?	?	?	?	0.7142857313	?	?	?	?	?	32	?	?	?	?	-232.1186828613	0	4.927	-4.128	3.3333332539	?	?	1	-244.3414306641	0	0	?	0	0	0.9717513919	?	0	-104.1234817505	?	?	-99.134	?	0	0.3333333433	?	?	5.38	0	?	?	?	-57.503	-inf	0	-0.552	-0.002	-0.321	-0.672	-0.09	-0.183	-6.052	?	3	1.0322580338	?	0	?	inf	0	0	?	-3.895	9	?	?	?	13	-16.582	1	?	?	0	?	7	0.9422066808	-4.425	1.2857142687	?	?	-82.4954147339	0	20.998	?	inf	7	3	0	-73.7999343872	?	0	?	3	18635057152	172	-0.59	?	0	?	?	-89.5888290405	1.6666666269	0	3	?	53.724	3	?	0	?	0	?	5.71	?	?	?	?	?	0	0.486	?	?	4	-1.609	1.2520180941	?	1.8571428061	-240.0204315186	-1.546	?	2	?	-2.884	?	?	-111.2509231567	0.949977	1000	?	?	?	?	1.0684517622	137890.953	0	-244.4438781738	?	?	237822.719	-87.8741378784	?	5	7	?	1.5	1000	136510.281	0	0	?	0.9510012269	?	?	19013916672	-2.235	6	3215745.25	10	?	-1.782	1.542	?	0	-1
?	?	0.9891700745	?	?	?	?	?	3221	4	?	?	0.18	1	0	?	-82.1492919922	2	2	-8	0	0	36	?	-0.396	-31.272	?	?	?	?	0	?	?	?	?	0	-217.7234191895	1859.934	0.09	0	?	0	1.0028768778	inf	?	311114.5	?	?	1	2	?	5	?	3128.337	?	?	?	?	0.299	?	-3.938	0	?	0	-30.722	inf	?	181	?	?	-52.03	-79.2616729736	?	?	0	-0.935	0	0	?	?	?	?	0.4545454681	?	?	?	?	?	33	?	?	?	?	-220.380279541	0	5.721	-2.473	2.75	?	?	5	-240.1073608398	0	0	?	0	0	0.9226519465	?	0	-111.9370117188	?	?	-104.532	?	0	0.25	?	?	5.06	0	?	?	?	-42.213	-inf	0	-0.503	-0.002	-0.192	-0.552	-0.052	-0.218	-6.011	?	4	0.9166666865	?	0	?	inf	0	0	?	-3.646	8	?	?	?	6	-16.198	1	?	?	0	?	8	1.00596416	-3.787	1	?	?	-77.1137542725	0	21.998	?	inf	6	5	0.5	-87.2721710205	?	0	?	4	40874790912	167	-0.472	?	0	?	?	-81.2596206665	2	0	1	?	55.932	4	?	0	?	nan	?	5.03	?	?	?	?	?	0	0.424	?	?	5	-0.921	0.9729008675	?	1	-235.5086212158	-1.321	?	2	?	-1.987	?	?	-106.2088470459	0.917841	1000	?	?	?	?	0.9488269091	196676.031	0	-inf	?	?	283709.5	-87.5232467651	?	8	11	?	1.2000000477	1000	202175.156	0	0	?	0.9244817495	?	?	38681456640	-1.635	6	3459354	11	?	-1.99	1.619	?	0	-1
